1, none, minecraft:the_void, MONSTER, mna:lantern_wraith, 10, 1, 3
2032, taiga, biomesoplenty:coniferous_forest, MONSTER, vampirism:advanced_vampire, 26, 1, 1
2033, taiga, biomesoplenty:coniferous_forest, MONSTER, creeperoverhaul:spruce_creeper, 50, 2, 2
2034, taiga, biomesoplenty:coniferous_forest, MONSTER, creeperoverhaul:cave_creeper, 50, 2, 2
2035, taiga, biomesoplenty:coniferous_forest, MONSTER, graveyard:ghoul, 25, 2, 5
2036, taiga, biomesoplenty:coniferous_forest, MONSTER, graveyard:revenant, 25, 5, 8
2037, taiga, biomesoplenty:coniferous_forest, MONSTER, graveyard:reaper, 10, 2, 3
2038, taiga, biomesoplenty:coniferous_forest, MONSTER, graveyard:nightmare, 10, 1, 1
2039, taiga, biomesoplenty:coniferous_forest, MONSTER, graveyard:skeleton_creeper, 20, 1, 4
2040, taiga, biomesoplenty:coniferous_forest, MONSTER, graveyard:acolyte, 10, 2, 3
2041, taiga, biomesoplenty:coniferous_forest, MONSTER, mna:witch_hunter, 16, 1, 3
2042, taiga, biomesoplenty:coniferous_forest, MONSTER, mna:pixie, 16, 1, 3
2043, taiga, biomesoplenty:coniferous_forest, MONSTER, mna:hulking_zombie, 16, 1, 3
2044, taiga, biomesoplenty:coniferous_forest, MONSTER, mna:mushroom_soldier, 16, 1, 3
2045, taiga, biomesoplenty:coniferous_forest, MONSTER, mna:spell_breaker, 16, 1, 3
2046, taiga, biomesoplenty:coniferous_forest, MONSTER, mna:skeleton_assassin, 16, 1, 3
2047, taiga, biomesoplenty:coniferous_forest, MONSTER, player_mobs:player_mob, 50, 1, 4
2048, taiga, biomesoplenty:coniferous_forest, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
2049, taiga, biomesoplenty:coniferous_forest, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
2050, taiga, biomesoplenty:coniferous_forest, MONSTER, quark:stoneling, 50, 1, 1
2051, taiga, biomesoplenty:coniferous_forest, MONSTER, quark:toretoise, 50, 2, 4
2052, taiga, biomesoplenty:coniferous_forest, CREATURE, minecraft:sheep, 12, 4, 4
2053, taiga, biomesoplenty:coniferous_forest, CREATURE, minecraft:pig, 10, 4, 4
2054, taiga, biomesoplenty:coniferous_forest, CREATURE, minecraft:chicken, 10, 4, 4
2055, taiga, biomesoplenty:coniferous_forest, CREATURE, minecraft:cow, 10, 4, 4
2056, taiga, biomesoplenty:coniferous_forest, CREATURE, minecraft:wolf, 10, 4, 4
2057, taiga, biomesoplenty:coniferous_forest, CREATURE, minecraft:rabbit, 10, 2, 3
2058, taiga, biomesoplenty:coniferous_forest, CREATURE, minecraft:fox, 10, 2, 4
2059, taiga, biomesoplenty:coniferous_forest, CREATURE, ars_nouveau:drygmy, 10, 1, 1
2060, taiga, biomesoplenty:coniferous_forest, AMBIENT, minecraft:bat, 10, 8, 8
2061, taiga, biomesoplenty:coniferous_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2062, extreme_hills, biomesoplenty:crag, MONSTER, minecraft:spider, 50, 4, 4
2063, extreme_hills, biomesoplenty:crag, MONSTER, minecraft:zombie, 50, 4, 4
2064, extreme_hills, biomesoplenty:crag, MONSTER, minecraft:zombie_villager, 10, 1, 1
2065, extreme_hills, biomesoplenty:crag, MONSTER, minecraft:skeleton, 50, 4, 4
2066, extreme_hills, biomesoplenty:crag, MONSTER, minecraft:slime, 50, 4, 4
2067, extreme_hills, biomesoplenty:crag, MONSTER, minecraft:enderman, 5, 1, 4
2068, extreme_hills, biomesoplenty:crag, MONSTER, minecraft:witch, 5, 1, 1
2069, extreme_hills, biomesoplenty:crag, MONSTER, vampirism:vampire, 50, 1, 3
2070, extreme_hills, biomesoplenty:crag, MONSTER, vampirism:advanced_vampire, 26, 1, 1
2071, extreme_hills, biomesoplenty:crag, MONSTER, creeperoverhaul:hills_creeper, 50, 2, 2
2072, extreme_hills, biomesoplenty:crag, MONSTER, creeperoverhaul:cave_creeper, 50, 2, 2
2073, extreme_hills, biomesoplenty:crag, MONSTER, graveyard:ghoul, 25, 2, 5
2074, extreme_hills, biomesoplenty:crag, MONSTER, graveyard:revenant, 25, 5, 8
2075, extreme_hills, biomesoplenty:crag, MONSTER, graveyard:reaper, 10, 2, 3
2076, extreme_hills, biomesoplenty:crag, MONSTER, graveyard:nightmare, 10, 1, 1
2077, extreme_hills, biomesoplenty:crag, MONSTER, graveyard:skeleton_creeper, 20, 1, 4
2078, extreme_hills, biomesoplenty:crag, MONSTER, graveyard:acolyte, 10, 2, 3
2079, extreme_hills, biomesoplenty:crag, MONSTER, mna:witch_hunter, 16, 1, 3
2080, extreme_hills, biomesoplenty:crag, MONSTER, mna:pixie, 16, 1, 3
2081, extreme_hills, biomesoplenty:crag, MONSTER, mna:hulking_zombie, 16, 1, 3
2082, extreme_hills, biomesoplenty:crag, MONSTER, mna:mushroom_soldier, 16, 1, 3
2083, extreme_hills, biomesoplenty:crag, MONSTER, mna:spell_breaker, 16, 1, 3
2084, extreme_hills, biomesoplenty:crag, MONSTER, mna:skeleton_assassin, 16, 1, 3
2085, extreme_hills, biomesoplenty:crag, MONSTER, player_mobs:player_mob, 50, 1, 4
2086, extreme_hills, biomesoplenty:crag, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
2087, extreme_hills, biomesoplenty:crag, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
2088, extreme_hills, biomesoplenty:crag, MONSTER, quark:stoneling, 50, 1, 1
2089, extreme_hills, biomesoplenty:crag, MONSTER, quark:toretoise, 50, 2, 4
2090, extreme_hills, biomesoplenty:crag, CREATURE, minecraft:goat, 10, 4, 6
2091, extreme_hills, biomesoplenty:crag, CREATURE, ars_nouveau:starbuncle, 10, 1, 1
2092, extreme_hills, biomesoplenty:crag, CREATURE, ars_nouveau:whirlisprig, 10, 1, 1
2093, extreme_hills, biomesoplenty:crag, CREATURE, ars_nouveau:drygmy, 10, 1, 1
2094, extreme_hills, biomesoplenty:crag, CREATURE, quark:shiba, 40, 1, 3
2095, extreme_hills, biomesoplenty:crag, AMBIENT, minecraft:bat, 10, 8, 8
2096, extreme_hills, biomesoplenty:crag, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2097, taiga, biomesoplenty:dead_forest, MONSTER, minecraft:spider, 50, 4, 4
2098, taiga, biomesoplenty:dead_forest, MONSTER, minecraft:zombie, 50, 4, 4
2099, taiga, biomesoplenty:dead_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
2100, taiga, biomesoplenty:dead_forest, MONSTER, minecraft:skeleton, 50, 4, 4
2101, taiga, biomesoplenty:dead_forest, MONSTER, minecraft:slime, 50, 4, 4
2102, taiga, biomesoplenty:dead_forest, MONSTER, minecraft:enderman, 5, 1, 4
2103, taiga, biomesoplenty:dead_forest, MONSTER, minecraft:witch, 5, 1, 1
2104, taiga, biomesoplenty:dead_forest, MONSTER, vampirism:vampire, 50, 1, 3
2105, taiga, biomesoplenty:dead_forest, MONSTER, vampirism:advanced_vampire, 26, 1, 1
2106, taiga, biomesoplenty:dead_forest, MONSTER, creeperoverhaul:spruce_creeper, 50, 2, 2
2107, taiga, biomesoplenty:dead_forest, MONSTER, creeperoverhaul:cave_creeper, 50, 2, 2
2108, taiga, biomesoplenty:dead_forest, MONSTER, graveyard:ghoul, 25, 2, 5
2109, taiga, biomesoplenty:dead_forest, MONSTER, graveyard:revenant, 25, 5, 8
2110, taiga, biomesoplenty:dead_forest, MONSTER, graveyard:reaper, 10, 2, 3
2111, taiga, biomesoplenty:dead_forest, MONSTER, graveyard:nightmare, 10, 1, 1
2112, taiga, biomesoplenty:dead_forest, MONSTER, graveyard:skeleton_creeper, 20, 1, 4
2113, taiga, biomesoplenty:dead_forest, MONSTER, graveyard:acolyte, 10, 2, 3
2114, taiga, biomesoplenty:dead_forest, MONSTER, mna:witch_hunter, 16, 1, 3
2115, taiga, biomesoplenty:dead_forest, MONSTER, mna:pixie, 16, 1, 3
2116, taiga, biomesoplenty:dead_forest, MONSTER, mna:hulking_zombie, 16, 1, 3
2117, taiga, biomesoplenty:dead_forest, MONSTER, mna:mushroom_soldier, 16, 1, 3
2118, taiga, biomesoplenty:dead_forest, MONSTER, mna:spell_breaker, 16, 1, 3
2119, taiga, biomesoplenty:dead_forest, MONSTER, mna:skeleton_assassin, 16, 1, 3
2120, taiga, biomesoplenty:dead_forest, MONSTER, player_mobs:player_mob, 50, 1, 4
2121, taiga, biomesoplenty:dead_forest, MONSTER, ars_nouveau:wilden_guardian, 50, 1, 1
2122, taiga, biomesoplenty:dead_forest, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
2123, taiga, biomesoplenty:dead_forest, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
2124, taiga, biomesoplenty:dead_forest, MONSTER, quark:stoneling, 50, 1, 1
2125, taiga, biomesoplenty:dead_forest, MONSTER, quark:toretoise, 50, 2, 4
2126, taiga, biomesoplenty:dead_forest, CREATURE, ars_nouveau:drygmy, 10, 1, 1
2127, taiga, biomesoplenty:dead_forest, AMBIENT, minecraft:bat, 10, 8, 8
2128, taiga, biomesoplenty:dead_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2129, savanna, biomesoplenty:dryland, MONSTER, minecraft:spider, 50, 4, 4
2130, savanna, biomesoplenty:dryland, MONSTER, minecraft:zombie, 50, 4, 4
2131, savanna, biomesoplenty:dryland, MONSTER, minecraft:zombie_villager, 10, 1, 1
2132, savanna, biomesoplenty:dryland, MONSTER, minecraft:skeleton, 50, 4, 4
2133, savanna, biomesoplenty:dryland, MONSTER, minecraft:slime, 50, 4, 4
2134, savanna, biomesoplenty:dryland, MONSTER, minecraft:enderman, 5, 1, 4
2135, savanna, biomesoplenty:dryland, MONSTER, minecraft:witch, 5, 1, 1
2136, savanna, biomesoplenty:dryland, MONSTER, vampirism:vampire, 50, 1, 3
2137, savanna, biomesoplenty:dryland, MONSTER, vampirism:advanced_vampire, 26, 1, 1
2138, savanna, biomesoplenty:dryland, MONSTER, creeperoverhaul:savannah_creeper, 50, 2, 2
2139, savanna, biomesoplenty:dryland, MONSTER, creeperoverhaul:cave_creeper, 50, 2, 2
2140, savanna, biomesoplenty:dryland, MONSTER, graveyard:ghoul, 25, 2, 5
2141, savanna, biomesoplenty:dryland, MONSTER, graveyard:revenant, 25, 5, 8
2142, savanna, biomesoplenty:dryland, MONSTER, graveyard:reaper, 10, 2, 3
2143, savanna, biomesoplenty:dryland, MONSTER, graveyard:nightmare, 10, 1, 1
2144, savanna, biomesoplenty:dryland, MONSTER, graveyard:skeleton_creeper, 20, 1, 4
2145, savanna, biomesoplenty:dryland, MONSTER, graveyard:acolyte, 10, 2, 3
2146, savanna, biomesoplenty:dryland, MONSTER, mna:witch_hunter, 16, 1, 3
2147, savanna, biomesoplenty:dryland, MONSTER, mna:pixie, 16, 1, 3
2148, savanna, biomesoplenty:dryland, MONSTER, mna:hulking_zombie, 16, 1, 3
2149, savanna, biomesoplenty:dryland, MONSTER, mna:mushroom_soldier, 16, 1, 3
2150, savanna, biomesoplenty:dryland, MONSTER, mna:spell_breaker, 16, 1, 3
2151, savanna, biomesoplenty:dryland, MONSTER, mna:skeleton_assassin, 16, 1, 3
2152, savanna, biomesoplenty:dryland, MONSTER, player_mobs:player_mob, 50, 1, 4
2153, savanna, biomesoplenty:dryland, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
2154, savanna, biomesoplenty:dryland, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
2155, savanna, biomesoplenty:dryland, MONSTER, quark:stoneling, 50, 1, 1
2156, savanna, biomesoplenty:dryland, MONSTER, quark:toretoise, 50, 2, 4
2157, savanna, biomesoplenty:dryland, CREATURE, minecraft:chicken, 10, 4, 4
2158, savanna, biomesoplenty:dryland, CREATURE, minecraft:cow, 10, 4, 4
2159, savanna, biomesoplenty:dryland, CREATURE, ars_nouveau:starbuncle, 10, 1, 1
2160, savanna, biomesoplenty:dryland, CREATURE, ars_nouveau:whirlisprig, 10, 1, 1
2161, savanna, biomesoplenty:dryland, CREATURE, ars_nouveau:drygmy, 10, 1, 1
2162, savanna, biomesoplenty:dryland, AMBIENT, minecraft:bat, 10, 8, 8
2163, savanna, biomesoplenty:dryland, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2164, beach, biomesoplenty:dune_beach, MONSTER, minecraft:spider, 50, 4, 4
2165, beach, biomesoplenty:dune_beach, MONSTER, minecraft:zombie, 50, 4, 4
2166, beach, biomesoplenty:dune_beach, MONSTER, minecraft:zombie_villager, 10, 1, 1
2167, beach, biomesoplenty:dune_beach, MONSTER, minecraft:skeleton, 50, 4, 4
2168, beach, biomesoplenty:dune_beach, MONSTER, minecraft:slime, 50, 4, 4
2169, beach, biomesoplenty:dune_beach, MONSTER, minecraft:enderman, 5, 1, 4
2170, beach, biomesoplenty:dune_beach, MONSTER, minecraft:witch, 5, 1, 1
2171, beach, biomesoplenty:dune_beach, MONSTER, vampirism:vampire, 50, 1, 3
2172, beach, biomesoplenty:dune_beach, MONSTER, vampirism:advanced_vampire, 26, 1, 1
2173, beach, biomesoplenty:dune_beach, MONSTER, creeperoverhaul:beach_creeper, 50, 2, 2
2174, beach, biomesoplenty:dune_beach, MONSTER, creeperoverhaul:cave_creeper, 50, 2, 2
2175, beach, biomesoplenty:dune_beach, MONSTER, graveyard:ghoul, 25, 2, 5
2176, beach, biomesoplenty:dune_beach, MONSTER, graveyard:revenant, 25, 5, 8
2177, beach, biomesoplenty:dune_beach, MONSTER, graveyard:reaper, 10, 2, 3
2178, beach, biomesoplenty:dune_beach, MONSTER, graveyard:nightmare, 10, 1, 1
2179, beach, biomesoplenty:dune_beach, MONSTER, graveyard:skeleton_creeper, 20, 1, 4
2180, beach, biomesoplenty:dune_beach, MONSTER, graveyard:acolyte, 10, 2, 3
2181, beach, biomesoplenty:dune_beach, MONSTER, mna:witch_hunter, 16, 1, 3
2182, beach, biomesoplenty:dune_beach, MONSTER, mna:pixie, 16, 1, 3
2183, beach, biomesoplenty:dune_beach, MONSTER, mna:hulking_zombie, 16, 1, 3
2184, beach, biomesoplenty:dune_beach, MONSTER, mna:mushroom_soldier, 16, 1, 3
2185, beach, biomesoplenty:dune_beach, MONSTER, mna:spell_breaker, 16, 1, 3
2186, beach, biomesoplenty:dune_beach, MONSTER, mna:skeleton_assassin, 16, 1, 3
2187, beach, biomesoplenty:dune_beach, MONSTER, player_mobs:player_mob, 50, 1, 4
2188, beach, biomesoplenty:dune_beach, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
2189, beach, biomesoplenty:dune_beach, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
2190, beach, biomesoplenty:dune_beach, MONSTER, quark:stoneling, 50, 1, 1
2191, beach, biomesoplenty:dune_beach, MONSTER, quark:toretoise, 50, 2, 4
2192, beach, biomesoplenty:dune_beach, CREATURE, ars_nouveau:drygmy, 10, 1, 1
2193, beach, biomesoplenty:dune_beach, CREATURE, quark:crab, 10, 1, 3
2194, beach, biomesoplenty:dune_beach, AMBIENT, minecraft:bat, 10, 8, 8
2195, beach, biomesoplenty:dune_beach, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2196, taiga, biomesoplenty:field, MONSTER, minecraft:spider, 50, 4, 4
2197, taiga, biomesoplenty:field, MONSTER, minecraft:zombie, 50, 4, 4
2198, taiga, biomesoplenty:field, MONSTER, minecraft:zombie_villager, 10, 1, 1
2199, taiga, biomesoplenty:field, MONSTER, minecraft:skeleton, 50, 4, 4
2200, taiga, biomesoplenty:field, MONSTER, minecraft:slime, 50, 4, 4
2201, taiga, biomesoplenty:field, MONSTER, minecraft:enderman, 5, 1, 4
2202, taiga, biomesoplenty:field, MONSTER, minecraft:witch, 5, 1, 1
2203, taiga, biomesoplenty:field, MONSTER, vampirism:vampire, 50, 1, 3
2204, taiga, biomesoplenty:field, MONSTER, vampirism:advanced_vampire, 26, 1, 1
2205, taiga, biomesoplenty:field, MONSTER, creeperoverhaul:spruce_creeper, 50, 2, 2
2206, taiga, biomesoplenty:field, MONSTER, creeperoverhaul:cave_creeper, 50, 2, 2
2207, taiga, biomesoplenty:field, MONSTER, graveyard:ghoul, 25, 2, 5
2208, taiga, biomesoplenty:field, MONSTER, graveyard:revenant, 25, 5, 8
2209, taiga, biomesoplenty:field, MONSTER, graveyard:reaper, 10, 2, 3
2210, taiga, biomesoplenty:field, MONSTER, graveyard:nightmare, 10, 1, 1
2211, taiga, biomesoplenty:field, MONSTER, graveyard:skeleton_creeper, 20, 1, 4
2212, taiga, biomesoplenty:field, MONSTER, graveyard:acolyte, 10, 2, 3
2213, taiga, biomesoplenty:field, MONSTER, mna:witch_hunter, 16, 1, 3
2214, taiga, biomesoplenty:field, MONSTER, mna:pixie, 16, 1, 3
2215, taiga, biomesoplenty:field, MONSTER, mna:hulking_zombie, 16, 1, 3
2216, taiga, biomesoplenty:field, MONSTER, mna:mushroom_soldier, 16, 1, 3
2217, taiga, biomesoplenty:field, MONSTER, mna:spell_breaker, 16, 1, 3
2218, taiga, biomesoplenty:field, MONSTER, mna:skeleton_assassin, 16, 1, 3
2219, taiga, biomesoplenty:field, MONSTER, player_mobs:player_mob, 50, 1, 4
2220, taiga, biomesoplenty:field, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
2221, taiga, biomesoplenty:field, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
2222, taiga, biomesoplenty:field, MONSTER, quark:stoneling, 50, 1, 1
2223, taiga, biomesoplenty:field, MONSTER, quark:toretoise, 50, 2, 4
2224, taiga, biomesoplenty:field, CREATURE, minecraft:sheep, 12, 4, 4
2225, taiga, biomesoplenty:field, CREATURE, minecraft:pig, 10, 4, 4
2226, taiga, biomesoplenty:field, CREATURE, minecraft:chicken, 10, 4, 4
2227, taiga, biomesoplenty:field, CREATURE, minecraft:cow, 10, 4, 4
2228, taiga, biomesoplenty:field, CREATURE, minecraft:fox, 10, 2, 4
2229, taiga, biomesoplenty:field, CREATURE, ars_nouveau:drygmy, 10, 1, 1
2230, taiga, biomesoplenty:field, AMBIENT, minecraft:bat, 10, 8, 8
2231, taiga, biomesoplenty:field, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2232, taiga, biomesoplenty:fir_clearing, MONSTER, minecraft:spider, 50, 4, 4
2233, taiga, biomesoplenty:fir_clearing, MONSTER, minecraft:zombie, 50, 4, 4
2234, taiga, biomesoplenty:fir_clearing, MONSTER, minecraft:zombie_villager, 10, 1, 1
2235, taiga, biomesoplenty:fir_clearing, MONSTER, minecraft:skeleton, 50, 4, 4
2236, taiga, biomesoplenty:fir_clearing, MONSTER, minecraft:slime, 50, 4, 4
2237, taiga, biomesoplenty:fir_clearing, MONSTER, minecraft:enderman, 5, 1, 4
2238, taiga, biomesoplenty:fir_clearing, MONSTER, minecraft:witch, 5, 1, 1
2239, taiga, biomesoplenty:fir_clearing, MONSTER, vampirism:vampire, 50, 1, 3
2240, taiga, biomesoplenty:fir_clearing, MONSTER, vampirism:advanced_vampire, 26, 1, 1
2241, taiga, biomesoplenty:fir_clearing, MONSTER, creeperoverhaul:spruce_creeper, 50, 2, 2
2242, taiga, biomesoplenty:fir_clearing, MONSTER, creeperoverhaul:cave_creeper, 50, 2, 2
2243, taiga, biomesoplenty:fir_clearing, MONSTER, graveyard:ghoul, 25, 2, 5
2244, taiga, biomesoplenty:fir_clearing, MONSTER, graveyard:revenant, 25, 5, 8
2245, taiga, biomesoplenty:fir_clearing, MONSTER, graveyard:reaper, 10, 2, 3
2246, taiga, biomesoplenty:fir_clearing, MONSTER, graveyard:nightmare, 10, 1, 1
2247, taiga, biomesoplenty:fir_clearing, MONSTER, graveyard:skeleton_creeper, 20, 1, 4
2248, taiga, biomesoplenty:fir_clearing, MONSTER, graveyard:acolyte, 10, 2, 3
2249, taiga, biomesoplenty:fir_clearing, MONSTER, mna:witch_hunter, 16, 1, 3
2250, taiga, biomesoplenty:fir_clearing, MONSTER, mna:pixie, 16, 1, 3
2251, taiga, biomesoplenty:fir_clearing, MONSTER, mna:hulking_zombie, 16, 1, 3
2252, taiga, biomesoplenty:fir_clearing, MONSTER, mna:mushroom_soldier, 16, 1, 3
2253, taiga, biomesoplenty:fir_clearing, MONSTER, mna:spell_breaker, 16, 1, 3
2254, taiga, biomesoplenty:fir_clearing, MONSTER, mna:skeleton_assassin, 16, 1, 3
2255, taiga, biomesoplenty:fir_clearing, MONSTER, player_mobs:player_mob, 50, 1, 4
2256, taiga, biomesoplenty:fir_clearing, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
2257, taiga, biomesoplenty:fir_clearing, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
2258, taiga, biomesoplenty:fir_clearing, MONSTER, quark:stoneling, 50, 1, 1
2259, taiga, biomesoplenty:fir_clearing, MONSTER, quark:toretoise, 50, 2, 4
2260, taiga, biomesoplenty:fir_clearing, CREATURE, minecraft:sheep, 12, 4, 4
2261, taiga, biomesoplenty:fir_clearing, CREATURE, minecraft:pig, 10, 4, 4
2262, taiga, biomesoplenty:fir_clearing, CREATURE, minecraft:chicken, 10, 4, 4
2263, taiga, biomesoplenty:fir_clearing, CREATURE, minecraft:cow, 10, 4, 4
2264, taiga, biomesoplenty:fir_clearing, CREATURE, minecraft:wolf, 10, 4, 4
2265, taiga, biomesoplenty:fir_clearing, CREATURE, minecraft:rabbit, 10, 2, 3
2266, taiga, biomesoplenty:fir_clearing, CREATURE, minecraft:fox, 10, 2, 4
2267, taiga, biomesoplenty:fir_clearing, CREATURE, ars_nouveau:drygmy, 10, 1, 1
2268, taiga, biomesoplenty:fir_clearing, AMBIENT, minecraft:bat, 10, 8, 8
2269, taiga, biomesoplenty:fir_clearing, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2270, jungle, biomesoplenty:floodplain, MONSTER, minecraft:spider, 50, 4, 4
2271, jungle, biomesoplenty:floodplain, MONSTER, minecraft:zombie, 50, 4, 4
2272, jungle, biomesoplenty:floodplain, MONSTER, minecraft:zombie_villager, 10, 1, 1
2273, jungle, biomesoplenty:floodplain, MONSTER, minecraft:skeleton, 50, 4, 4
2274, jungle, biomesoplenty:floodplain, MONSTER, minecraft:slime, 50, 4, 4
2275, jungle, biomesoplenty:floodplain, MONSTER, minecraft:enderman, 5, 1, 4
2276, jungle, biomesoplenty:floodplain, MONSTER, minecraft:witch, 5, 1, 1
2277, jungle, biomesoplenty:floodplain, MONSTER, vampirism:vampire, 50, 1, 3
2278, jungle, biomesoplenty:floodplain, MONSTER, vampirism:advanced_vampire, 26, 1, 1
2279, jungle, biomesoplenty:floodplain, MONSTER, creeperoverhaul:jungle_creeper, 50, 2, 2
2280, jungle, biomesoplenty:floodplain, MONSTER, creeperoverhaul:bamboo_creeper, 50, 2, 2
2281, jungle, biomesoplenty:floodplain, MONSTER, creeperoverhaul:cave_creeper, 50, 2, 2
2282, jungle, biomesoplenty:floodplain, MONSTER, graveyard:ghoul, 25, 2, 5
2283, jungle, biomesoplenty:floodplain, MONSTER, graveyard:revenant, 25, 5, 8
2284, jungle, biomesoplenty:floodplain, MONSTER, graveyard:reaper, 10, 2, 3
2285, jungle, biomesoplenty:floodplain, MONSTER, graveyard:nightmare, 10, 1, 1
2286, jungle, biomesoplenty:floodplain, MONSTER, graveyard:skeleton_creeper, 20, 1, 4
2287, jungle, biomesoplenty:floodplain, MONSTER, graveyard:acolyte, 10, 2, 3
2288, jungle, biomesoplenty:floodplain, MONSTER, mna:witch_hunter, 16, 1, 3
2289, jungle, biomesoplenty:floodplain, MONSTER, mna:pixie, 16, 1, 3
2290, jungle, biomesoplenty:floodplain, MONSTER, mna:hulking_zombie, 16, 1, 3
2291, jungle, biomesoplenty:floodplain, MONSTER, mna:mushroom_soldier, 16, 1, 3
2292, jungle, biomesoplenty:floodplain, MONSTER, mna:spell_breaker, 16, 1, 3
2293, jungle, biomesoplenty:floodplain, MONSTER, mna:skeleton_assassin, 16, 1, 3
2294, jungle, biomesoplenty:floodplain, MONSTER, player_mobs:player_mob, 50, 1, 4
2295, jungle, biomesoplenty:floodplain, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
2296, jungle, biomesoplenty:floodplain, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
2297, jungle, biomesoplenty:floodplain, MONSTER, quark:stoneling, 50, 1, 1
2298, jungle, biomesoplenty:floodplain, MONSTER, quark:toretoise, 50, 2, 4
2299, jungle, biomesoplenty:floodplain, CREATURE, ars_nouveau:starbuncle, 10, 1, 1
2300, jungle, biomesoplenty:floodplain, CREATURE, ars_nouveau:whirlisprig, 10, 1, 1
2301, jungle, biomesoplenty:floodplain, CREATURE, ars_nouveau:drygmy, 10, 1, 1
2302, jungle, biomesoplenty:floodplain, CREATURE, quark:frog, 40, 1, 3
2303, jungle, biomesoplenty:floodplain, AMBIENT, minecraft:bat, 10, 8, 8
2304, jungle, biomesoplenty:floodplain, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2305, taiga, biomesoplenty:forested_field, MONSTER, minecraft:spider, 50, 4, 4
2306, taiga, biomesoplenty:forested_field, MONSTER, minecraft:zombie, 50, 4, 4
2307, taiga, biomesoplenty:forested_field, MONSTER, minecraft:zombie_villager, 10, 1, 1
2308, taiga, biomesoplenty:forested_field, MONSTER, minecraft:skeleton, 50, 4, 4
2309, taiga, biomesoplenty:forested_field, MONSTER, minecraft:slime, 50, 4, 4
2310, taiga, biomesoplenty:forested_field, MONSTER, minecraft:enderman, 5, 1, 4
2311, taiga, biomesoplenty:forested_field, MONSTER, minecraft:witch, 5, 1, 1
2312, taiga, biomesoplenty:forested_field, MONSTER, vampirism:vampire, 50, 1, 3
2313, taiga, biomesoplenty:forested_field, MONSTER, vampirism:advanced_vampire, 26, 1, 1
2314, taiga, biomesoplenty:forested_field, MONSTER, creeperoverhaul:spruce_creeper, 50, 2, 2
2315, taiga, biomesoplenty:forested_field, MONSTER, creeperoverhaul:cave_creeper, 50, 2, 2
2316, taiga, biomesoplenty:forested_field, MONSTER, graveyard:ghoul, 25, 2, 5
2317, taiga, biomesoplenty:forested_field, MONSTER, graveyard:revenant, 25, 5, 8
2318, taiga, biomesoplenty:forested_field, MONSTER, graveyard:reaper, 10, 2, 3
2319, taiga, biomesoplenty:forested_field, MONSTER, graveyard:nightmare, 10, 1, 1
2320, taiga, biomesoplenty:forested_field, MONSTER, graveyard:skeleton_creeper, 20, 1, 4
2321, taiga, biomesoplenty:forested_field, MONSTER, graveyard:acolyte, 10, 2, 3
2322, taiga, biomesoplenty:forested_field, MONSTER, mna:witch_hunter, 16, 1, 3
2323, taiga, biomesoplenty:forested_field, MONSTER, mna:pixie, 16, 1, 3
2324, taiga, biomesoplenty:forested_field, MONSTER, mna:hulking_zombie, 16, 1, 3
2325, taiga, biomesoplenty:forested_field, MONSTER, mna:mushroom_soldier, 16, 1, 3
2326, taiga, biomesoplenty:forested_field, MONSTER, mna:spell_breaker, 16, 1, 3
2327, taiga, biomesoplenty:forested_field, MONSTER, mna:skeleton_assassin, 16, 1, 3
2328, taiga, biomesoplenty:forested_field, MONSTER, player_mobs:player_mob, 50, 1, 4
2329, taiga, biomesoplenty:forested_field, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
2330, taiga, biomesoplenty:forested_field, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
2331, taiga, biomesoplenty:forested_field, MONSTER, quark:stoneling, 50, 1, 1
